id	name	name_ascii
38478	Groveport	Groveport
38479	Olivarez	Olivarez
38480	Willow Springs	Willow Springs
38481	Bentivoglio	Bentivoglio
38482	Waidhofen an der Thaya	Waidhofen an der Thaya
38483	Chazelles-sur-Lyon	Chazelles-sur-Lyon
38484	Cana Verde	Cana Verde
38485	Gardiner	Gardiner
38486	Forino	Forino
38487	Neuville-de-Poitou	Neuville-de-Poitou
38488	Hradec nad Moravici	Hradec nad Moravici
38489	Chudniv	Chudniv
38490	Strazhitsa	Strazhitsa
38491	Izsák	Izsak
38492	Giebelstadt	Giebelstadt
38493	Neilston	Neilston
38494	Beratzhausen	Beratzhausen
38495	Attert	Attert
38496	McMasterville	McMasterville
38497	Botricello	Botricello
38498	Sovere	Sovere
38499	Veľký Šariš	Vel'ky Saris
38500	São Cristovão do Sul	Sao Cristovao do Sul
38501	West Pennsboro	West Pennsboro
38502	Ochtendung	Ochtendung
38503	Copşa Mică	Copsa Mica
38504	Savyntsi	Savyntsi
38505	Broshniv-Osada	Broshniv-Osada
38506	Schöppenstedt	Schoppenstedt
38507	Pittstown	Pittstown
38508	Klyuchevka	Klyuchevka
38509	Starobaltachevo	Starobaltachevo
38510	Ostseebad Binz	Ostseebad Binz
38511	Jonesborough	Jonesborough
38512	Glattfelden	Glattfelden
38513	Harburg	Harburg
38514	Lenzing	Lenzing
38515	Kingstree	Kingstree
38516	Anna	Anna
38517	Lake Delton	Lake Delton
38518	Dayton	Dayton
38519	Cottleville	Cottleville
38520	Bowling Green	Bowling Green
38521	Le Barp	Le Barp
38522	Ille-sur-Têt	Ille-sur-Tet
38523	Ispra	Ispra
38524	Gévezé	Geveze
38525	Blaine	Blaine
38526	Guenfouda	Guenfouda
38527	Wyke Regis	Wyke Regis
38528	Dicomano	Dicomano
38529	Oberkotzau	Oberkotzau
38530	Lackland AFB	Lackland AFB
38531	Elverta	Elverta
38532	Kemnath	Kemnath
38533	Macael	Macael
38534	Cavour	Cavour
38535	Mansfield	Mansfield
38536	San Cipirello	San Cipirello
38537	Rusk	Rusk
38538	Kirkwood	Kirkwood
38539	Kibale	Kibale
38540	Novoyegor’yevskoye	Novoyegor'yevskoye
38541	Leacock	Leacock
38542	Valence	Valence
38543	Soleto	Soleto
38544	Redcliff	Redcliff
38545	Barra do Chapéu	Barra do Chapeu
38546	Smithfield Heights	Smithfield Heights
38547	Affing	Affing
38548	Castiglione dei Pepoli	Castiglione dei Pepoli
38549	Ingelfingen	Ingelfingen
38550	Galliera	Galliera
38551	Hohenwestedt	Hohenwestedt
38552	Dhar Souk	Dhar Souk
38553	Puente Caldelas	Puente Caldelas
38554	Linton	Linton
38555	Aquino	Aquino
38556	Richland	Richland
38557	Alambari	Alambari
38558	Hartford	Hartford
38559	Cravolândia	Cravolandia
38560	Korishë	Korishe
38561	Semmes	Semmes
38562	General Carneiro	General Carneiro
38563	Pannal	Pannal
38564	Caiana	Caiana
38565	Xoxocotla	Xoxocotla
38566	Glashütten	Glashutten
38567	Benejúzar	Benejuzar
38568	Waldmohr	Waldmohr
38569	Wilhermsdorf	Wilhermsdorf
38570	Gmünd	Gmund
38571	Palmview South	Palmview South
38572	Honesdale	Honesdale
38573	Poland	Poland
38574	São Pedro do Suaçuí	Sao Pedro do Suacui
38575	Zilair	Zilair
38576	Onguday	Onguday
38577	Warren	Warren
38578	Contulmo	Contulmo
38579	Torchiarolo	Torchiarolo
38580	Lipcani	Lipcani
38581	Aginskoye	Aginskoye
38582	Codognè	Codogne
38583	Pedro Vicente Maldonado	Pedro Vicente Maldonado
38584	Poysdorf	Poysdorf
38585	Amphawa	Amphawa
38586	Tonganoxie	Tonganoxie
38587	Saint-Chéron	Saint-Cheron
38588	Bergrheinfeld	Bergrheinfeld
38589	Souppes-sur-Loing	Souppes-sur-Loing
38590	Dargaville	Dargaville
38591	Maralik	Maralik
38592	Marlin	Marlin
38593	Oxford	Oxford
38594	Tynset	Tynset
38595	Saint-Astier	Saint-Astier
38596	Rochester	Rochester
38597	San Vito Chietino	San Vito Chietino
38598	Islip Terrace	Islip Terrace
38599	Anghiari	Anghiari
38600	Bessemer City	Bessemer City
38601	Aguiar	Aguiar
38602	Drebkau	Drebkau
38603	Romelândia	Romelandia
38604	Gandino	Gandino
38605	Mulsanne	Mulsanne
38606	Siesta Key	Siesta Key
38607	Beaucouzé	Beaucouze
38608	Barbing	Barbing
38609	Wegscheid	Wegscheid
38610	Zákamenné	Zakamenne
38611	Nueil-les-Aubiers	Nueil-les-Aubiers
38612	Tomashpil	Tomashpil
38613	New Carlisle	New Carlisle
38614	Kumhausen	Kumhausen
38615	Povoletto	Povoletto
38616	Aubigny-sur-Nère	Aubigny-sur-Nere
38617	Deba	Deba
38618	Deggingen	Deggingen
38619	Ploumagoar	Ploumagoar
38620	Slinger	Slinger
38621	Aceuchal	Aceuchal
38622	Bowling	Bowling
38623	Dayr al Bukht	Dayr al Bukht
38624	Mali	Mali
38625	Schönau am Königssee	Schonau am Konigssee
38626	Cochem	Cochem
38627	Kerimäki	Kerimaki
38628	Feusisberg	Feusisberg
38629	Stochov	Stochov
38630	Korop	Korop
38631	Lake Bluff	Lake Bluff
38632	Waterford	Waterford
38633	Boxborough	Boxborough
38634	Caiuá	Caiua
38635	Cavallermaggiore	Cavallermaggiore
38636	Presidente Bernardes	Presidente Bernardes
38637	Frankenmuth	Frankenmuth
38638	Eureka	Eureka
38639	Balsfjord	Balsfjord
38640	Guxhagen	Guxhagen
38641	Nova Borova	Nova Borova
38642	Stroudsburg	Stroudsburg
38643	Duquesne	Duquesne
38644	Preston	Preston
38645	Malax	Malax
38646	Otterberg	Otterberg
38647	Villanueva	Villanueva
38648	Ertingen	Ertingen
38649	Ingå	Inga
38650	Tracyton	Tracyton
38651	Champagne-sur-Oise	Champagne-sur-Oise
38652	Conceição do Pará	Conceicao do Para
38653	Cancale	Cancale
38654	San Nicolás Tolentino	San Nicolas Tolentino
38655	Nashville	Nashville
38656	Leadville	Leadville
38657	Battonya	Battonya
38658	Brébières	Brebieres
38659	Seelow	Seelow
38660	Vila do Porto	Vila do Porto
38661	Darkūsh	Darkush
38662	Heiningen	Heiningen
38663	Commercy	Commercy
38664	Dabancheng	Dabancheng
38665	Japi	Japi
38666	Egling	Egling
38667	Ceiba	Ceiba
38668	Espenau	Espenau
38669	Meckesheim	Meckesheim
38670	Berryville	Berryville
38671	Vinita	Vinita
38672	Arjona	Arjona
38673	Neviano	Neviano
38674	Saint-Privat-des-Vieux	Saint-Privat-des-Vieux
38675	Algodonales	Algodonales
38676	Hubynykha	Hubynykha
38677	Altenkunstadt	Altenkunstadt
38678	Tidenham	Tidenham
38679	Siátista	Siatista
38680	Otyniia	Otyniia
38681	São Jorge do Ivaí	Sao Jorge do Ivai
38682	Connell	Connell
38683	Buckner	Buckner
38684	Itaara	Itaara
38685	Sarina	Sarina
38686	Taylorsville	Taylorsville
38687	Glencoe	Glencoe
38688	Wappingers Falls	Wappingers Falls
38689	Lake Park	Lake Park
38690	Ada	Ada
38691	Bento Fernandes	Bento Fernandes
38692	Renswoude	Renswoude
38693	Drusenheim	Drusenheim
38694	Lohra	Lohra
38695	Exeter	Exeter
38696	Grand-Champ	Grand-Champ
38697	Rondinha	Rondinha
38698	Shalazhi	Shalazhi
38699	Hidden Valley Lake	Hidden Valley Lake
38700	Barre	Barre
38701	Waterville	Waterville
38702	Piolenc	Piolenc
38703	Canzo	Canzo
38704	Kae Dam	Kae Dam
38705	Waimanalo	Waimanalo
38706	Lendak	Lendak
38707	Anamosa	Anamosa
38708	Golegã	Golega
38709	Zeeland	Zeeland
38710	Forest	Forest
38711	Favria	Favria
38712	Cotronei	Cotronei
38713	Loudon	Loudon
38714	Pelham Manor	Pelham Manor
38715	Monticello	Monticello
38716	Nedryhayliv	Nedryhayliv
38717	Coronel Ezequiel	Coronel Ezequiel
38718	Guaraci	Guaraci
38719	Amagi	Amagi
38720	Colorado City	Colorado City
38721	Weldon Spring	Weldon Spring
38722	Montemiletto	Montemiletto
38723	Jestetten	Jestetten
38724	Stara Syniava	Stara Syniava
38725	San Ciprián de Viñas	San Ciprian de Vinas
38726	Kannus	Kannus
38727	Casariche	Casariche
38728	Hidden Valley	Hidden Valley
38729	Hachirougata	Hachirougata
38730	Cap Malheureux	Cap Malheureux
38731	Chíquiza	Chiquiza
38732	Lieboch	Lieboch
38733	Falcon Heights	Falcon Heights
38734	Ore	Ore
38735	Féres	Feres
38736	Lichk	Lichk
38737	Campinas do Sul	Campinas do Sul
38738	Strawberry	Strawberry
38739	South Huntingdon	South Huntingdon
38740	Incourt	Incourt
38741	Machadinho	Machadinho
38742	Estenfeld	Estenfeld
38743	Atlanta	Atlanta
38744	Obrigheim	Obrigheim
38745	Saint Légier-La Chiésaz	Saint Legier-La Chiesaz
38746	Zschorlau	Zschorlau
38747	Horní Slavkov	Horni Slavkov
38748	Warthausen	Warthausen
38749	Weiser	Weiser
38750	Yosemite Lakes	Yosemite Lakes
38751	Amblève	Ambleve
38752	Erlenbach	Erlenbach
38753	Kirchdorf am Inn	Kirchdorf am Inn
38754	Barnard Castle	Barnard Castle
38755	Harrietstown	Harrietstown
38756	Hopewell	Hopewell
38757	Nassogne	Nassogne
38758	San Benito	San Benito
38759	Trilport	Trilport
38760	Brejinho de Nazaré	Brejinho de Nazare
38761	Clare	Clare
38762	Byron Bay	Byron Bay
38763	Horgenzell	Horgenzell
38764	Esterwegen	Esterwegen
38765	San Quintin	San Quintin
38766	Sabino	Sabino
38767	Wool	Wool
38768	Bom Jesus do Amparo	Bom Jesus do Amparo
38769	Gersfeld	Gersfeld
38770	Highland Lakes	Highland Lakes
38771	Germantown	Germantown
38772	Wangen	Wangen
38773	Plouhinec	Plouhinec
38774	Nong Muang	Nong Muang
38775	Pequizeiro	Pequizeiro
38776	Luisiânia	Luisiania
38777	Hamptonburgh	Hamptonburgh
38778	Châtillon-sur-Seine	Chatillon-sur-Seine
38779	Dietramszell	Dietramszell
38780	Broşteni	Brosteni
38781	Bagan	Bagan
38782	Piranguçu	Pirangucu
38783	Baxley	Baxley
38784	Santa Teresa	Santa Teresa
38785	Boa Ventura	Boa Ventura
38786	Carlinville	Carlinville
38787	Śmigiel	Smigiel
38788	Montanaro	Montanaro
38789	Bernhardswald	Bernhardswald
38790	Aramina	Aramina
38791	Bethany	Bethany
38792	Sherwood Manor	Sherwood Manor
38793	Bīdokht	Bidokht
38794	Meaño	Meano
38795	Kham Sakae Saeng	Kham Sakae Saeng
38796	Elberton	Elberton
38797	Kayenta	Kayenta
38798	Bertolínia	Bertolinia
38799	Vechigen	Vechigen
38800	Ebstorf	Ebstorf
38801	Dolní Lutyně	Dolni Lutyne
38802	Winston	Winston
38803	Hluboká nad Vltavou	Hluboka nad Vltavou
38804	Rivanazzano	Rivanazzano
38805	Sollenau	Sollenau
38806	Almazán	Almazan
38807	Pyhäjärvi	Pyhajarvi
38808	Guitiriz	Guitiriz
38809	Nachalovo	Nachalovo
38810	Faulquemont	Faulquemont
38811	Hägendorf	Hagendorf
38812	Wellston	Wellston
38813	San Pietro di Feletto	San Pietro di Feletto
38814	Blackrod	Blackrod
38815	Rockdale	Rockdale
38816	Stornarella	Stornarella
38817	Villapiana	Villapiana
38818	Presicce	Presicce
38819	Viry	Viry
38820	Jubbah	Jubbah
38821	Penn	Penn
38822	Holdenville	Holdenville
38823	Swartz Creek	Swartz Creek
38824	Mutriku	Mutriku
38825	Aying	Aying
38826	Ladyville	Ladyville
38827	Tympáki	Tympaki
38828	Viiala	Viiala
38829	Grävenwiesbach	Gravenwiesbach
38830	Aguiar da Beira	Aguiar da Beira
38831	Phanom Thuan	Phanom Thuan
38832	Lanzo Torinese	Lanzo Torinese
38833	Rangendingen	Rangendingen
38834	Feldkirchen an der Donau	Feldkirchen an der Donau
38835	Mirecourt	Mirecourt
38836	Marbletown	Marbletown
38837	Makhkety	Makhkety
38838	Carroll	Carroll
38839	Glabbeek-Zuurbemde	Glabbeek-Zuurbemde
38840	Saint-Philippe	Saint-Philippe
38841	Jamestown	Jamestown
38842	Gabčíkovo	Gabcikovo
38843	Archidona	Archidona
38844	Caparaó	Caparao
38845	Schrems	Schrems
38846	Teuva	Teuva
38847	Imigdal	Imigdal
38848	Dzierzgoń	Dzierzgon
38849	Riltsi	Riltsi
38850	Lagonegro	Lagonegro
38851	Mena	Mena
38852	Casal Velino	Casal Velino
38853	Sambaíba	Sambaiba
38854	Stokesdale	Stokesdale
38855	Caprarola	Caprarola
38856	Lanusei	Lanusei
38857	Fort Plain	Fort Plain
38858	Kalaheo	Kalaheo
38859	Corlăteni	Corlateni
38860	Wolfforth	Wolfforth
38861	Fairview	Fairview
38862	General Conesa	General Conesa
38863	Jászladány	Jaszladany
38864	Borriol	Borriol
38865	Vaileka	Vaileka
38866	Perranzabuloe	Perranzabuloe
38867	Pregarten	Pregarten
38868	Castelvetro Piacentino	Castelvetro Piacentino
38869	Vila de Porto Santo	Vila de Porto Santo
38870	Tvardiţa	Tvardita
38871	Bol’shoye Nagatkino	Bol'shoye Nagatkino
38872	Laufach	Laufach
38873	Saint-Étienne-au-Mont	Saint-Etienne-au-Mont
38874	Kremnica	Kremnica
38875	San Antonio de los Cobres	San Antonio de los Cobres
38876	Manteo	Manteo
38877	Acquapendente	Acquapendente
38878	Greenwich	Greenwich
38879	Kuzumaki	Kuzumaki
38880	Kouli Kouara	Kouli Kouara
38881	Lekala	Lekala
38882	Agramunt	Agramunt
38883	Cucq	Cucq
38884	Peculiar	Peculiar
38885	Muldrow	Muldrow
38886	Breckenridge	Breckenridge
38887	Vic-le-Comte	Vic-le-Comte
38888	Somerdale	Somerdale
38889	Desaguadero	Desaguadero
38890	Sparta	Sparta
38891	Tharandt	Tharandt
38892	Beekmantown	Beekmantown
38893	Dulles Town Center	Dulles Town Center
38894	Pommelsbrunn	Pommelsbrunn
38895	Calatabiano	Calatabiano
38896	Sulzbach an der Murr	Sulzbach an der Murr
38897	Nandlstadt	Nandlstadt
38898	Caramanta	Caramanta
38899	Oryahovo	Oryahovo
38900	Sant’Omero	Sant'Omero
38901	Macachín	Macachin
38902	Niedenstein	Niedenstein
38903	Hartley	Hartley
38904	Limana	Limana
38905	Planá	Plana
38906	Condat-sur-Vienne	Condat-sur-Vienne
38907	Indian Wells	Indian Wells
38908	Quincy	Quincy
38909	Bar Harbor	Bar Harbor
38910	Alameda	Alameda
38911	Bine Al Widane	Bine Al Widane
38912	Borgo Ticino	Borgo Ticino
38913	Benedito Leite	Benedito Leite
38914	Basiliano	Basiliano
38915	Zhizdra	Zhizdra
38916	Pervomayskoye	Pervomayskoye
38917	Williams	Williams
38918	Alcantil	Alcantil
38919	Telč	Telc
38920	Colle Umberto	Colle Umberto
38921	Charleston	Charleston
38922	Richelieu	Richelieu
38923	Notre-Dame-du-Mont-Carmel	Notre-Dame-du-Mont-Carmel
38924	Rockenhausen	Rockenhausen
38925	Kurumkan	Kurumkan
38926	Rye	Rye
38927	Fragagnano	Fragagnano
38928	Campo Novo	Campo Novo
38929	Cameron	Cameron
38930	New Holland	New Holland
38931	L'Ange-Gardien	L'Ange-Gardien
38932	Pana	Pana
38933	Arzakan	Arzakan
38934	Cabaceiras	Cabaceiras
38935	Sládkovičovo	Sladkovicovo
38936	Abegondo	Abegondo
38937	Caxingá	Caxinga
38938	Sainte-Martine	Sainte-Martine
38939	Ḩisyā’	Hisya'
38940	Rot am See	Rot am See
38941	Niederaula	Niederaula
38942	Itaguaru	Itaguaru
38943	Chinchón	Chinchon
38944	Komádi	Komadi
38945	Woodside	Woodside
38946	Braúna	Brauna
38947	Giavera del Montello	Giavera del Montello
38948	Hügelsheim	Hugelsheim
38949	Padula	Padula
38950	Missillac	Missillac
38951	Wesendorf	Wesendorf
38952	Harwinton	Harwinton
38953	Colibaşi	Colibasi
38954	Penmarch	Penmarch
38955	Taiki	Taiki
38956	Bédarrides	Bedarrides
38957	Jokioinen	Jokioinen
38958	San Simón de Guerrero	San Simon de Guerrero
38959	Nursling	Nursling
38960	Adel	Adel
38961	Vámospércs	Vamospercs
38962	Barton on Sea	Barton on Sea
38963	Novaci-Străini	Novaci-Straini
38964	Sam Sung	Sam Sung
38965	Pfreimd	Pfreimd
38966	Batinci	Batinci
38967	Ahlerstedt	Ahlerstedt
38968	Illasi	Illasi
38969	Starý Plzenec	Stary Plzenec
38970	Lyons	Lyons
38971	Zistersdorf	Zistersdorf
38972	Earls Barton	Earls Barton
38973	Bad Gleichenberg	Bad Gleichenberg
38974	Morristown	Morristown
38975	Glonn	Glonn
38976	Independence	Independence
38977	Baindt	Baindt
38978	Vrontádos	Vrontados
38979	Jim Thorpe	Jim Thorpe
38980	Poretskoye	Poretskoye
38981	Joanésia	Joanesia
38982	Valle de Juárez	Valle de Juarez
38983	Bilton	Bilton
38984	Terrell Hills	Terrell Hills
38985	Dörpen	Dorpen
38986	Longuyon	Longuyon
38987	Auburn	Auburn
38988	Carlisle	Carlisle
38989	Piterka	Piterka
38990	Caseara	Caseara
38991	Colby	Colby
38992	Centerville	Centerville
38993	Jamul	Jamul
38994	East Moriches	East Moriches
38995	Sălişte	Saliste
38996	Villaviciosa	Villaviciosa
38997	Velas	Velas
38998	Springhill	Springhill
38999	Catas Altas	Catas Altas
39000	Monte Libretti	Monte Libretti
39001	Castrignano del Capo	Castrignano del Capo
39002	Santa Teresa Gallura	Santa Teresa Gallura
39003	Schermerhorn	Schermerhorn
39004	Imouzzer des Ida ou Tanane	Imouzzer des Ida ou Tanane
39005	Gazzo Veronese	Gazzo Veronese
39006	Marquise	Marquise
39007	Entre-Folhas	Entre-Folhas
39008	Jampruca	Jampruca
39009	Malpica	Malpica
39010	La Grand-Combe	La Grand-Combe
39011	South Pittsburg	South Pittsburg
39012	Eaton Rapids	Eaton Rapids
39013	Datas	Datas
39014	Gizzeria	Gizzeria
39015	Châteaulin	Chateaulin
39016	Pulyny	Pulyny
39017	Gilbertsville	Gilbertsville
39018	Robbins	Robbins
39019	Saint-Pie	Saint-Pie
39020	Marabá Paulista	Maraba Paulista
39021	Pôrto Lucena	Porto Lucena
39022	Heroldsbach	Heroldsbach
39023	Northwood	Northwood
39024	Cardenden	Cardenden
39025	Silvanópolis	Silvanopolis
39026	Eltmann	Eltmann
39027	Mouguerre	Mouguerre
39028	Paranga	Paranga
39029	St. Augustine South	St. Augustine South
39030	Sidney	Sidney
39031	Archángelos	Archangelos
39032	Black River Falls	Black River Falls
39033	Sankt Ruprecht an der Raab	Sankt Ruprecht an der Raab
39034	Großpösna	Grossposna
39035	West Vincent	West Vincent
39036	Grieskirchen	Grieskirchen
39037	Maslog	Maslog
39038	Skýdra	Skydra
39039	Quorndon	Quorndon
39040	Honeoye Falls	Honeoye Falls
39041	Peachland	Peachland
39042	Fruitland	Fruitland
39043	Neudenau	Neudenau
39044	Linguaglossa	Linguaglossa
39045	Rockwood	Rockwood
39046	Teojomulco	Teojomulco
39047	Debeljača	Debeljaca
39048	Coraopolis	Coraopolis
39049	Schärding	Scharding
39050	Ofterdingen	Ofterdingen
39051	Szikszó	Szikszo
39052	Lüdersdorf	Ludersdorf
39053	Vernon	Vernon
39054	Shady Side	Shady Side
39055	Třemošná	Tremosna
39056	Iffezheim	Iffezheim
39057	Esine	Esine
39058	Waynesboro	Waynesboro
39059	Ashfield-Colborne-Wawanosh	Ashfield-Colborne-Wawanosh
39060	Wackersdorf	Wackersdorf
39061	Monaca	Monaca
39062	Dalry	Dalry
39063	Mittersill	Mittersill
39064	Bad Hall	Bad Hall
39065	Bléré	Blere
39066	El Limón	El Limon
39067	Librilla	Librilla
39068	Itacambira	Itacambira
39069	Santo Inácio	Santo Inacio
39070	Thum	Thum
39071	Benkovski	Benkovski
39072	Jackson	Jackson
39073	Jeceaba	Jeceaba
39074	Rheinzabern	Rheinzabern
39075	Nova Esperança	Nova Esperanca
39076	Columbia	Columbia
39077	Lafayette	Lafayette
39078	Hobøl	Hobol
39079	Weitnau	Weitnau
39080	Cigales	Cigales
39081	Ripi	Ripi
39082	Angier	Angier
39083	Batesburg-Leesville	Batesburg-Leesville
39084	North Sewickley	North Sewickley
39085	Gemmingen	Gemmingen
39086	Denver City	Denver City
39087	Chadron	Chadron
39088	Ferriday	Ferriday
39089	Kisbér	Kisber
39090	Ixtapangajoya	Ixtapangajoya
39091	Büchenbach	Buchenbach
39092	New Hempstead	New Hempstead
39093	Gazzaniga	Gazzaniga
39094	Coal City	Coal City
39095	San Miguel Panán	San Miguel Panan
39096	Kusel	Kusel
39097	Vitorchiano	Vitorchiano
39098	Canal Fulton	Canal Fulton
39099	Holdrege	Holdrege
39100	Sebezh	Sebezh
39101	Baia de Aramă	Baia de Arama
39102	Sully-sur-Loire	Sully-sur-Loire
39103	Altentreptow	Altentreptow
39104	East Port Orchard	East Port Orchard
39105	Skalité	Skalite
39106	Zdvinsk	Zdvinsk
39107	Battenberg	Battenberg
39108	Gagliano del Capo	Gagliano del Capo
39109	Basdorf	Basdorf
39110	Qamīnis	Qaminis
39111	Takae	Takae
39112	Centuripe	Centuripe
39113	Tota	Tota
39114	Rákóczifalva	Rakoczifalva
39115	Salamanca	Salamanca
39116	Monticelli d’Ongina	Monticelli d'Ongina
39117	Valparaiso	Valparaiso
39118	Rosheim	Rosheim
39119	Talavera La Real	Talavera La Real
39120	Valatie	Valatie
39121	Château-Arnoux-Saint-Auban	Chateau-Arnoux-Saint-Auban
39122	Rodigo	Rodigo
39123	Los Montesinos	Los Montesinos
39124	Laaber	Laaber
39125	Villanueva del Trabuco	Villanueva del Trabuco
39126	Pagnacco	Pagnacco
39127	Ourique	Ourique
39128	Algona	Algona
39129	Mocksville	Mocksville
39130	Trent Lakes	Trent Lakes
39131	Léglise	Leglise
39132	La Ferrière	La Ferriere
39133	Senador Amaral	Senador Amaral
39134	San Vicente de Alcántara	San Vicente de Alcantara
39135	Ohlsdorf	Ohlsdorf
39136	Giussago	Giussago
39137	Rocbaron	Rocbaron
39138	Palermo	Palermo
39139	Floral City	Floral City
39140	Centerport	Centerport
39141	Jacaré dos Homens	Jacare dos Homens
39142	Pinckneyville	Pinckneyville
39143	Northern Rockies	Northern Rockies
39144	New Castle	New Castle
39145	Kinross	Kinross
39146	Purulhá	Purulha
39147	Čelopek	Celopek
39148	Smiths Station	Smiths Station
39149	Simancas	Simancas
39150	Scaër	Scaer
39151	Warm Mineral Springs	Warm Mineral Springs
39152	Manitou Springs	Manitou Springs
39153	Kale	Kale
39154	Stadl-Paura	Stadl-Paura
39155	Rambervillers	Rambervillers
39156	General Bravo	General Bravo
39157	Heimsheim	Heimsheim
39158	Komsomolskoye	Komsomolskoye
39159	Muro Lucano	Muro Lucano
39160	Bidford-on-Avon	Bidford-on-Avon
39161	Northfield	Northfield
39162	Zlynka	Zlynka
39163	Berlin	Berlin
39164	Central	Central
39165	Hitzkirch	Hitzkirch
39166	Stühlingen	Stuhlingen
39167	Osterrönfeld	Osterronfeld
39168	La Grange	La Grange
39169	Pechenizhyn	Pechenizhyn
39170	Winterset	Winterset
39171	Manchester-by-the-Sea	Manchester-by-the-Sea
39172	Lemmon Valley	Lemmon Valley
39173	Polla	Polla
39174	Fraureuth	Fraureuth
39175	Exton	Exton
39176	Bridgton	Bridgton
39177	Valencia de Alcántara	Valencia de Alcantara
39178	Entrambasaguas	Entrambasaguas
39179	Nagbukel	Nagbukel
39180	Vienna	Vienna
39181	Bellows Falls	Bellows Falls
39182	Oppido Mamertina	Oppido Mamertina
39183	Darda	Darda
39184	Trhové Sviny	Trhove Sviny
39185	Saint-Michel-Chef-Chef	Saint-Michel-Chef-Chef
39186	Measham	Measham
39187	Wonthaggi	Wonthaggi
39188	Marilla	Marilla
39189	Neuhausen	Neuhausen
39190	Totontepec Villa de Morelos	Totontepec Villa de Morelos
39191	Acula	Acula
39192	Decize	Decize
39193	Orwigsburg	Orwigsburg
39194	Citrus Park	Citrus Park
39195	Albaredo d’Adige	Albaredo d'Adige
39196	Newmains	Newmains
39197	Caldwell	Caldwell
39198	São Tomé	Sao Tome
39199	Trøgstad	Trogstad
39200	Pohořelice	Pohorelice
39201	Cleveland	Cleveland
39202	Lisbon	Lisbon
39203	Odzun	Odzun
39204	Momignies	Momignies
39205	Turvelândia	Turvelandia
39206	Polson	Polson
39207	Cavalero	Cavalero
39208	Carsoli	Carsoli
39209	Ḩannā	Hanna
39210	Ciacova	Ciacova
39211	Hoshcha	Hoshcha
39212	Bodenkirchen	Bodenkirchen
39213	Rapolano Terme	Rapolano Terme
39214	Pettenbach	Pettenbach
39215	Estacada	Estacada
39216	Chackbay	Chackbay
39217	West St. Paul	West St. Paul
39218	Vânju-Mare	Vanju-Mare
39219	Bellpuig	Bellpuig
39220	Lindenfels	Lindenfels
39221	Manchester	Manchester
39222	Windsor	Windsor
39223	Mahlberg	Mahlberg
39224	Clarinda	Clarinda
39225	Ribadumia	Ribadumia
39226	Santa Cristina de Aro	Santa Cristina de Aro
39227	Pytalovo	Pytalovo
39228	Sunset	Sunset
39229	Wind Lake	Wind Lake
39230	Porto dos Gaúchos	Porto dos Gauchos
39231	Penn Estates	Penn Estates
39232	Valencia de Don Juan	Valencia de Don Juan
39233	Janduís	Janduis
39234	Horodnytsia	Horodnytsia
39235	Alness	Alness
39236	Dickinson	Dickinson
39237	St. Paul Park	St. Paul Park
39238	Simonton Lake	Simonton Lake
39239	Redbourn	Redbourn
39240	Krieglach	Krieglach
39241	Veronella	Veronella
39242	Gottolengo	Gottolengo
39243	Sarroch	Sarroch
39244	Noyemberyan	Noyemberyan
39245	Le Rove	Le Rove
39246	Liberdade	Liberdade
39247	Ward	Ward
39248	Gualchos	Gualchos
39249	Parres	Parres
39250	Pishchanka	Pishchanka
39251	Roundway	Roundway
39252	Hockinson	Hockinson
39253	Velden	Velden
39254	Ühlingen-Birkendorf	Uhlingen-Birkendorf
39255	Pabradė	Pabrade
39256	Englewood Cliffs	Englewood Cliffs
39257	James City	James City
39258	Oberaudorf	Oberaudorf
39259	Feira Nova	Feira Nova
39260	Anthony	Anthony
39261	Redstone	Redstone
39262	Shepherdstown	Shepherdstown
39263	North Oaks	North Oaks
39264	Creston	Creston
39265	Smithers	Smithers
39266	Breitenbrunn	Breitenbrunn
39267	Bajram Curri	Bajram Curri
39268	Mattawa	Mattawa
39269	Bederkesa	Bederkesa
39270	Caruthersville	Caruthersville
39271	Port LaBelle	Port LaBelle
39272	Brookline	Brookline
39273	Cornwall	Cornwall
39274	Castellucchio	Castellucchio
39275	Maruggio	Maruggio
39276	San Pedro de Atacama	San Pedro de Atacama
39277	Campegine	Campegine
39278	Ligné	Ligne
39279	Williamson	Williamson
39280	Mollina	Mollina
39281	Travelers Rest	Travelers Rest
39282	Newport	Newport
39283	Rincon Valley	Rincon Valley
39284	Kyparissía	Kyparissia
39285	Meadow Lake	Meadow Lake
39286	Balatonlelle	Balatonlelle
39287	East Quogue	East Quogue
39288	Figueirópolis	Figueiropolis
39289	Shatsk	Shatsk
39290	Velburg	Velburg
39291	Alsónémedi	Alsonemedi
39292	Blaufelden	Blaufelden
39293	Jaboti	Jaboti
39294	Macon	Macon
39295	Schweitenkirchen	Schweitenkirchen
39296	Kunmadaras	Kunmadaras
39297	Frankford	Frankford
39298	Tassamert	Tassamert
39299	Botuverá	Botuvera
39300	Rupea	Rupea
39301	Saint-Gilles	Saint-Gilles
39302	Spas-Klepiki	Spas-Klepiki
39303	Polná	Polna
39304	Pyhtää	Pyhtaa
39305	Lanark Highlands	Lanark Highlands
39306	Ilomantsi	Ilomantsi
39307	Velká Bíteš	Velka Bites
39308	Chiusa	Chiusa
39309	Morganfield	Morganfield
39310	Apple Valley	Apple Valley
39311	Palmerton	Palmerton
39312	San Leon	San Leon
